,name,address,location,amentities,price,rating,city,Check_in_date,Check_out_date
444,Four Seasons Hotel Mumbai,1/136 Dr E Moses Rd Worli Mumbai Maharashtra 400 018 India,69 km to city centre 13 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingPet-friendlyAirport transferSpaGym,12825, 8.8,Mumbai,2021-12-02,2021-02-14
445,JW Marriott Mumbai Sahar,IA Project Road Chhatrapati Shivaji Intl Airport Mumbai Maharashtra 400099 India,20 km to city centre 05 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,9700,,Mumbai,2021-12-02,2021-02-14
446,"President, Mumbai - IHCL SeleQtions",90 Cuffe Parade Colaba Mumbai Maharashtra 400005 India,23 km to city centre 21 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingPet-friendlyAirport transferSpaRestaurant,14250,,Mumbai,2021-12-02,2021-02-14
447,Hexa Apple,1st floorOpp BilalMasjidOppPeninsula HotelNr Sakinaka MetroAG Link Road Mumbai Maharashtra 400072 India,20 km to city centre 17 km to Chhatrapati Shivaji International Airport BOM,,2162,,Mumbai,2021-12-02,2021-02-14
448,Hotel Crawford Inn,5th to 9th floor B  Shalimar Estates Dr D N Road Near Crawford Market Mumbai Maharashtra 400001 India,15 km to city centre 18 km to Chhatrapati Shivaji International Airport BOM,Parking availableAirport transferRestaurant,4760,,Mumbai,2021-12-02,2021-02-14
449,The Roa,333 LBS Marg Ghatkopar W Mumbai Maharashtra 400086 India,19 km to city centre 38 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transferRestaurantBar,5398,,Mumbai,2021-12-02,2021-02-14
450,Renaissance Mumbai Convention Centre Hotel,2 & 3B Near Chinmayanand Ashram Powai Mumbai Maharashtra 400 087 India,24 km to city centre 48 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,8500,,Mumbai,2021-12-02,2021-02-14
451,Ramee Techome,Plot No 786 & 787 Road 3 Khar West Mumbai Maharashtra 400052 India,15 km to city centre 51 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferGymBathtub,7200,,Mumbai,2021-12-02,2021-02-14
452,Hexa Airways,Next to Spirit Restaurant Near Mittal Industrial Estate AK Road Marol Naka Mumbai Maharshtra 400059 India,20 km to city centre 11 km to Chhatrapati Shivaji International Airport BOM,Free parking,3705,,Mumbai,2021-12-02,2021-02-14
453,"ITC Grand Central, a Luxury Collection Hotel, Mumbai",287 Dr Babasaheb Ambedkar Road Parel Mumbai Maharashtra 400012 India,74 km to city centre 12 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,10500,,Mumbai,2021-12-02,2021-02-14
454,Colaba Suites,Plot No14 Kamal Mansion Radio Club Colaba Mumbai Maharashtra 400066 India,15 km to city centre 21 km to Chhatrapati Shivaji International Airport BOM,Free parking,3444,,Mumbai,2021-12-02,2021-02-14
455,VITS Mumbai International Airport T2,Andheri Kurla Road Andheri East Mumbai Maharashtra 400059 India,20 km to city centre 14 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferGymRestaurantBar,4698,,Mumbai,2021-12-02,2021-02-14
456,VITS Mumbai International Airport T2,Andheri Kurla Road Andheri East Mumbai Maharashtra 400059 India,20 km to city centre 14 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferGymRestaurantBar,4698,,Mumbai,2021-12-02,2021-02-14
457,JW Marriott Mumbai Juhu,Juhu Tara Road Juhu Mumbai Maharashtra 400 049 India,19 km to city centre 50 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingSpaGymRestaurantBar,12750,,Mumbai,2021-12-02,2021-02-14
458,Hotel Minerva Residency,2 Floor Dhanashri Building Jubilee Baug Grant Road Mumbai 400007 India,39 km to city centre 16 km to Chhatrapati Shivaji International Airport BOM,,3598,,Mumbai,2021-12-02,2021-02-14
459,Taj Lands End,Byramji Jeejeebhoy Road Bandstand Bandra West Mumbai Maharashtra 400050 India,13 km to city centre 85 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,16650,,Mumbai,2021-12-02,2021-02-14
460,Trident Bandra Kurla Mumbai,C56 G Block Bandra Kurla Complex Mumbai Maharashtra 400 051 India,15 km to city centre 37 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,10000, 9.0,Mumbai,2021-12-02,2021-02-14
461,ibis Mumbai Airport Hotel,Plot No F 77 Ville Parle East Junction Of Nehru Road Mumbai Maharashtra 400099 India,18 km to city centre 23 km to Chhatrapati Shivaji International Airport BOM,Parking availablePet-friendlyAirport transferRestaurantBarInternet access,5998,,Mumbai,2021-12-02,2021-02-14
462,Hyatt Regency Mumbai,Sahar Airport Road Andheri East Mumbai Maharashtra 400099 India,19 km to city centre 06 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,9775,,Mumbai,2021-12-02,2021-02-14
463,The Taj Mahal Palace Mumbai,Opposite Gateway of India Apollo Bunder Colaba Mumbai Maharashtra 400001 India,12 km to city centre 20 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingSpaGymRestaurantBar,40500,,Mumbai,2021-12-02,2021-02-14
464,Hotel Harbour View,25 PJ Ramchandani Marg Apollo Bandar Colaba Mumbai Maharashtra 400001 India,15 km to city centre 21 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transferRestaurantConnecting rooms available,6840,,Mumbai,2021-12-02,2021-02-14
465,Boutique Hotel Bawa Suites,352 Linking Road Khar West Mumbai Mumbai Maharashtra 400052 India,16 km to city centre 52 km to Chhatrapati Shivaji International Airport BOM,Free parkingBathtub,7740,,Mumbai,2021-12-02,2021-02-14
466,Taj Santacruz,Chhatrapati Shivaji Intl Airport Domestic Terminal Santacruz East Mumbai Maharashtra 400099 India,18 km to city centre 22 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,10450,,Mumbai,2021-12-02,2021-02-14
467,Taj Santacruz,Chhatrapati Shivaji Intl Airport Domestic Terminal Santacruz East Mumbai Maharashtra 400099 India,18 km to city centre 22 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,10450,,Mumbai,2021-12-02,2021-02-14
468,Executive Enclave,331 Dr Ambedkar Road Pali Hill Bandra West Mumbai Maharashtra 400050 India,15 km to city centre 59 km to Chhatrapati Shivaji International Airport BOM,Free parkingRestaurantBarBathtubInternet accessConnecting rooms available,6963,,Mumbai,2021-12-02,2021-02-14
469,Sofitel Mumbai BKC Hotel,C57 Bandra Kurla Complex Bandra East Mumbai Maharashtra 400051 India,16 km to city centre 36 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingPet-friendlyAirport transferSpaGym,10000, 9.0,Mumbai,2021-12-02,2021-02-14
470,Citizen Hotel,960 JUHU TARA ROAD960 3 1 Mumbai Maharashtra 400049 India,18 km to city centre 50 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transferRestaurantBarInternet access,6000,,Mumbai,2021-12-02,2021-02-14
471,Bawa International,Nehru Road Near Domestic Airport Vile Parle East Mumbai Maharashtra 400099 India,18 km to city centre 21 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transferRestaurantBarBathtubInternet access,6435,,Mumbai,2021-12-02,2021-02-14
472,Hotel Leafio Marigold Marol,Marol Maroshi Rd Andheri East Mumbai Maharashtra 400059 India,20 km to city centre 13 km to Chhatrapati Shivaji International Airport BOM,Airport transferRestaurant,3598,,Mumbai,2021-12-02,2021-02-14
473,Fariyas Hotel,25 Off Arthur Bunder Road Colaba Mumbai Maharashtra 400005 India,17 km to city centre 21 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferGymRestaurantBar,7675,,Mumbai,2021-12-02,2021-02-14
474,Kohinoor Continental,Andheri Kurla Road Andheri East Mumbai Maharashtra 400059 India,20 km to city centre 16 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferGymRestaurantBar,7045,,Mumbai,2021-12-02,2021-02-14
475,Bawa Regency,Gokul Das Pasta Road Behind Chitra Cinema Dadar East Mumbai Maharashtra 400014 India,91 km to city centre 10 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transfer,5310,,Mumbai,2021-12-02,2021-02-14
476,Hotel Blue Orchid,B11 Saibaba Industrial Estate Next to State Bank Line Marol Maroshi Rd Mumbai Maharashtra 400059 India,21 km to city centre 14 km to Chhatrapati Shivaji International Airport BOM,Free parking,3520,,Mumbai,2021-12-02,2021-02-14
477,Hexa Axis,Opp Chandivali Petrol Pump Opp Saki Vihar Road Mumbai Maharashtra 400072 India,21 km to city centre 28 km to Chhatrapati Shivaji International Airport BOM,Free parking,5558,,Mumbai,2021-12-02,2021-02-14
478,Hexa Axis,Opp Chandivali Petrol Pump Opp Saki Vihar Road Mumbai Maharashtra 400072 India,21 km to city centre 28 km to Chhatrapati Shivaji International Airport BOM,Free parking,5558,,Mumbai,2021-12-02,2021-02-14
479,Residency Hotel - Fort - Mumbai,26 Corner of DN Road and Rustom Sidhwa Marg Fort Mumbai Maharashtra 400 001 India,03 km to city centre 19 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transferRestaurantConnecting rooms available,6988,,Mumbai,2021-12-02,2021-02-14
480,Residency Sarovar Portico,Opposite Techniplex Complex Off SV Road Goregaon West Mumbai Maharashtra 400062 India,27 km to city centre 88 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transferGymRestaurant,6299,,Mumbai,2021-12-02,2021-02-14
481,Hotel Crystal Luxury INN,Sahil CHS Ltd 1st & 2nd Floor SV Road Opp Bandra Jama Masjid Mumbai Maharashtra 400050 India,13 km to city centre 66 km to Chhatrapati Shivaji International Airport BOM,Free parking,4678,,Mumbai,2021-12-02,2021-02-14
482,ibis Navi Mumbai Hotel,D 266 TTC Industrial Estate Turbhe Navi Mumbai 400705 India,25 km to city centre 16 km to Chhatrapati Shivaji International Airport BOM,Free parkingGymRestaurantBarConnecting rooms available,4600,,Mumbai,2021-12-02,2021-02-14
483,Chateau Windsor Hotel,86 Veer Nariman Road Next to Ambassador Hotel Mumbai Maharashtra 400020 India,07 km to city centre 19 km to Chhatrapati Shivaji International Airport BOM,Free parkingPet-friendlyAirport transferRestaurantInternet access,7800,,Mumbai,2021-12-02,2021-02-14
484,The Leela Mumbai,Sahar Mumbai Maharashtra 400059 India,20 km to city centre 11 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,15000, 9.0,Mumbai,2021-12-02,2021-02-14
485,Hotel Regal Enclave,4th Road Near Khar Market Khar West Mumbai Maharashtra 400052 India,15 km to city centre 51 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,6160,,Mumbai,2021-12-02,2021-02-14
486,"Svenska Design Hotel, Mumbai",F73/74 Oberoi Complex Off Link Road Lokhandwala Mumbai Maharashtra 400053 India,23 km to city centre 63 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transferSpaGymRestaurantBar,7997,,Mumbai,2021-12-02,2021-02-14
487,Golden Chariot The Boutique Hotel,Axis Bank Lane Marol Pipe Line Road Andheri East Mumbai Maharashtra 400059 India,20 km to city centre 10 km to Chhatrapati Shivaji International Airport BOM,Free parkingInternet access,4400,,Mumbai,2021-12-02,2021-02-14
488,KF Residency,Next to Kurla Court LBS Road Kurla West Mumbai Maharashtra 400070 India,15 km to city centre 41 km to Chhatrapati Shivaji International Airport BOM,Airport transfer,2731,,Mumbai,2021-12-02,2021-02-14
489,KF Residency,Next to Kurla Court LBS Road Kurla West Mumbai Maharashtra 400070 India,15 km to city centre 41 km to Chhatrapati Shivaji International Airport BOM,Airport transfer,2731,,Mumbai,2021-12-02,2021-02-14
490,Hotel Residency Park,72/80 Yusuf Meher Ali Road Grain Seed House Mumbai Mumbai 400003 India,24 km to city centre 17 km to Chhatrapati Shivaji International Airport BOM,,3063,,Mumbai,2021-12-02,2021-02-14
491,Hotel Accord Mumbai,32 J Nehru Road Santacruz East Mumbai Maharashtra 400055 India,17 km to city centre 38 km to Chhatrapati Shivaji International Airport BOM,Parking availableAirport transferConnecting rooms available,4531,,Mumbai,2021-12-02,2021-02-14
492,Hexa Magnet,AG Link Road Nr Swastik CompanyOpo Noor BakeryNr Sakinaka Metro Station Mumbai Maharshtra 400072 India,20 km to city centre 16 km to Chhatrapati Shivaji International Airport BOM,Free parking,6500,,Mumbai,2021-12-02,2021-02-14
493,The Royal Orchid,83A Chembur Govand Road Chembur Mumbai Maharashtra 400071 India,16 km to city centre 51 km to Chhatrapati Shivaji International Airport BOM,Free parkingRestaurantBar,7000,,Mumbai,2021-12-02,2021-02-14
494,Hotel Regal Palace,Opera House Tata Road No 1 OppRoxy Cinema Sopariwala Estate Mumbai 400004 India,29 km to city centre 17 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transfer,4859,,Mumbai,2021-12-02,2021-02-14
495,Sky suites by Monarch,Fairmount by metro Plot number 4 & 6 off Palm Beach road Sector 17 Santada Navi Mumbai Maharashtra 400705 India,23 km to city centre 14 km to Chhatrapati Shivaji International Airport BOM,,4070,,Mumbai,2021-12-02,2021-02-14
496,Peninsula Grand Hotel,Sakinaka Junction Andheri E Mumbai Maharashtra 400072 India,20 km to city centre 15 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transferSpaRestaurantBarBathtub,6798,,Mumbai,2021-12-02,2021-02-14
497,The Oberoi Mumbai,Nariman Point Mumbai Maharashtra 400 021 India,13 km to city centre 20 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,18500, 9.6,Mumbai,2021-12-02,2021-02-14
498,Theory9 Premium Serviced Apartments Khar,Plot No 764 5th Road Khar West Behind Rajasthan Restaurant Mumbai Maharashtra 400052 India,15 km to city centre 52 km to Chhatrapati Shivaji International Airport BOM,,8339,,Mumbai,2021-12-02,2021-02-14
499,Hexa Wellington,Plot No 4Savarkar Nagar RoadNr Mohili Hospital & Asalpha Metro Station Andheri Mumbai Maharshtra 400072 India,20 km to city centre 19 km to Chhatrapati Shivaji International Airport BOM,Free parking,6500,,Mumbai,2021-12-02,2021-02-14
500,Hexa Wellington,Plot No 4Savarkar Nagar RoadNr Mohili Hospital & Asalpha Metro Station Andheri Mumbai Maharshtra 400072 India,20 km to city centre 19 km to Chhatrapati Shivaji International Airport BOM,Free parking,6500,,Mumbai,2021-12-02,2021-02-14
501,Hotel Lords Mumbai,301 Adi Marzban Path Off Shahid Bhagat Singh Road Fort Mumbai Mumbai Maharastra 400001 India,08 km to city centre 19 km to Chhatrapati Shivaji International Airport BOM,Restaurant,4230,,Mumbai,2021-12-02,2021-02-14
502,The Park Mumbai,Plot No 5 B CTS 1005 Juhu Tara Road Santacruz West Mumbai MH 400049 India,19 km to city centre 49 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transferRestaurantBarInternet access,9550,,Mumbai,2021-12-02,2021-02-14
503,Hexa National,Opp Mahalaxmi HotelSag BaugBehind Mahesh Lunch HomeAK Road Marol Mumbai Maharshtra 400059 India,20 km to city centre 14 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transfer,10000,,Mumbai,2021-12-02,2021-02-14
504,Hotel Delight,232 Ebrahim Rehmattullah Road Mohammad R BldgGround Floor Mumbai MH 400003 India,28 km to city centre 16 km to Chhatrapati Shivaji International Airport BOM,,6570,,Mumbai,2021-12-02,2021-02-14
505,Hotel Park View Mumbai,37 Lallubhai Park Rd Mumbai MH 400058 India,20 km to city centre 35 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transferRestaurantBar,4202,,Mumbai,2021-12-02,2021-02-14
506,Hotel Orient Regency,292/298 Maulana Shaukat Ali Road Near Shalimar Cinema Mumbai MH 400007 India,34 km to city centre 16 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transferRestaurant,5438,,Mumbai,2021-12-02,2021-02-14
507,Meluha - The Fern,Central Avenue Hiranandani Gardens Powai Mumbai Maharashtra 400076 India,22 km to city centre 44 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferRestaurantBarBathtub,10512,,Mumbai,2021-12-02,2021-02-14
508,The Fern Goregaon,4/277 IB Patel Road Behind HP Petrol Pump Village Pahadi Goregaon East Mumbai Maharashtra 400063 India,26 km to city centre 72 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferGymRestaurantConnecting rooms available,8500,,Mumbai,2021-12-02,2021-02-14
509,Ascot Hotel,38 Garden Road Colaba Mumbai Maharashtra 400039 India,15 km to city centre 21 km to Chhatrapati Shivaji International Airport BOM,Free parkingAirport transferRestaurantBathtubInternet accessConnecting rooms available,9999,,Mumbai,2021-12-02,2021-02-14
510,Hotel Silver Moon,17/19 Kazi Sayyed Street Star Mansion Masjid Bunder West Mumbai Maharashtra 400 009 India,24 km to city centre 17 km to Chhatrapati Shivaji International Airport BOM,,1550,,Mumbai,2021-12-02,2021-02-14
511,Hotel Silver Moon,17/19 Kazi Sayyed Street Star Mansion Masjid Bunder West Mumbai Maharashtra 400 009 India,24 km to city centre 17 km to Chhatrapati Shivaji International Airport BOM,,1550,,Mumbai,2021-12-02,2021-02-14
512,Ocean Suites Hotel,101A 1st Floor Shah Ind Estate Finch Restaurant Opp Hyundai Showroom Mumbai maharastra 400072 India,21 km to city centre 23 km to Chhatrapati Shivaji International Airport BOM,Free parkingRestaurant,3960,,Mumbai,2021-12-02,2021-02-14
513,Niranta Transit Hotel Mumbai Airport,At Level 1 Terminal 2 CSIA Mumbai Mumbai 400099 India,19 km to city centre 01 km to Chhatrapati Shivaji International Airport BOM,SpaRestaurantBar,9900,,Mumbai,2021-12-02,2021-02-14
514,Sahara Star,Opposite Domestic Airport Terminal 1 Vile Parle Mumbai Maharashtra 400099 India,18 km to city centre 22 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,11600, 7.6,Mumbai,2021-12-02,2021-02-14
515,Hotel Leafio Mumbai,Andheri Kurla Road Saki Naka Junction Sagar Tech Plaza Mumbai Maharashtra 400072 India,20 km to city centre 13 km to Chhatrapati Shivaji International Airport BOM,Free parking,2998,,Mumbai,2021-12-02,2021-02-14
516,Hotel Hometown Near Sion,57 New Naik Nagar LBS Marg Near Maharashtra Weight Bridge Sion West Mumbai Maharashtra 400070 India,14 km to city centre 53 km to Chhatrapati Shivaji International Airport BOM,Free parking,4498,,Mumbai,2021-12-02,2021-02-14
517,Hotel Crystal Crown,18 Military Rd Mumbai MH 400059 India,21 km to city centre 21 km to Chhatrapati Shivaji International Airport BOM,Free parking,3198,,Mumbai,2021-12-02,2021-02-14
518,Hotel Gateway Inn,Unit 2 Hasan Pada Rd Mumbai MH 400059 India,20 km to city centre 09 km to Chhatrapati Shivaji International Airport BOM,,5000,,Mumbai,2021-12-02,2021-02-14
519,Hotel Lucky Goregaon,Next to Goregaon Fly Over Near Durian Estate Goregaon East Mumbai 400097 India,27 km to city centre 86 km to Chhatrapati Shivaji International Airport BOM,Free parkingRestaurant,3535,,Mumbai,2021-12-02,2021-02-14
